row_id,num_sold,product
985,425,Cap
986,105,Tee
987,355,Mug
988,720,Cap
989,176,Tee
990,172,Mug
991,335,Cap
992,82,Tee
993,312,Mug
994,596,Cap
995,134,Tee
996,313,Mug
997,557,Cap
998,150,Tee
999,556,Mug
1000,1109,Cap
1001,256,Tee
1002,217,Mug
1003,400,Cap
1004,109,Tee
1005,352,Mug
1006,721,Cap
1007,168,Tee
1008,160,Mug
1009,330,Cap
1010,81,Tee
1011,297,Mug
1012,606,Cap
1013,142,Tee
1014,317,Mug
1015,643,Cap
1016,150,Tee
1017,570,Mug
1018,1028,Cap
1019,252,Tee
1020,213,Mug
1021,439,Cap
1022,105,Tee
1023,363,Mug
1024,707,Cap
1025,172,Tee
1026,175,Mug
1027,355,Cap
1028,89,Tee
1029,312,Mug
1030,607,Cap
1031,151,Tee
1032,307,Mug
1033,581,Cap
1034,139,Tee
1035,566,Mug
1036,1108,Cap
1037,253,Tee
1038,231,Mug
1039,440,Cap
1040,111,Tee
1041,400,Mug
1042,737,Cap
1043,167,Tee
1044,209,Mug
1045,415,Cap
1046,106,Tee
1047,363,Mug
1048,751,Cap
1049,163,Tee
1050,410,Mug
1051,743,Cap
1052,183,Tee
1053,620,Mug
1054,1334,Cap
1055,302,Tee
1056,258,Mug
1057,539,Cap
1058,121,Tee
1059,452,Mug
1060,881,Cap
1061,220,Tee
1620,175,Mug
1621,353,Cap
1622,85,Tee
1623,294,Mug
1624,607,Cap
1625,139,Tee
1626,280,Mug
1627,586,Cap
1628,142,Tee
1629,454,Mug
1630,1019,Cap
1631,244,Tee
1632,206,Mug
1633,415,Cap
1634,98,Tee
1635,317,Mug
1636,739,Cap
1637,182,Tee
1638,158,Mug
1639,339,Cap
1640,75,Tee
1641,303,Mug
1642,651,Cap
1643,159,Tee
1644,294,Mug
1645,682,Cap
1646,138,Tee
1647,521,Mug
1648,1157,Cap
1649,246,Tee
1650,192,Mug
1651,431,Cap
1652,98,Tee
1653,322,Mug
1654,778,Cap
1655,178,Tee
1656,182,Mug
1657,402,Cap
1658,92,Tee
1659,306,Mug
1660,625,Cap
1661,139,Tee
1662,299,Mug
1663,742,Cap
1664,155,Tee
1665,546,Mug
1666,1215,Cap
1667,292,Tee
1668,213,Mug
1669,488,Cap
1670,105,Tee
1671,345,Mug
1672,735,Cap
1673,183,Tee
1674,200,Mug
1675,461,Cap
1676,106,Tee
1677,345,Mug
1678,838,Cap
1679,183,Tee
1680,380,Mug
1681,921,Cap
1682,194,Tee
1683,659,Mug
1684,1541,Cap
1685,298,Tee
1686,255,Mug
1687,560,Cap
1688,133,Tee
1689,454,Mug
1690,935,Cap
1691,240,Tee
1692,203,Mug
1693,487,Cap
1694,108,Tee
1695,400,Mug
1696,851,Cap
1697,192,Tee
1698,440,Mug
1699,933,Cap
1700,225,Tee
1701,795,Mug
1702,1380,Cap
1703,378,Tee
1704,265,Mug
1705,613,Cap
1706,128,Tee
1707,479,Mug
1708,1012,Cap
1709,212,Tee
1710,178,Mug
1711,403,Cap
1712,95,Tee
1713,315,Mug
1714,706,Cap
1715,174,Tee
1716,396,Mug
1717,801,Cap
1718,188,Tee
1719,603,Mug
1720,1424,Cap
1721,353,Tee
1722,227,Mug
1723,513,Cap
1724,112,Tee
1725,412,Mug
1726,814,Cap
1727,206,Tee
1728,197,Mug
1729,467,Cap
1730,109,Tee
1731,325,Mug
1732,747,Cap
1733,203,Tee
1734,405,Mug
1735,876,Cap
1736,209,Tee
1737,723,Mug
1738,1408,Cap
1739,395,Tee
1740,232,Mug
1741,498,Cap
1742,120,Tee
1743,403,Mug
1744,916,Cap
1745,227,Tee
1746,211,Mug
1747,471,Cap
1748,103,Tee
1749,393,Mug
1750,816,Cap
1751,197,Tee
1752,428,Mug
1753,907,Cap
1754,209,Tee
1755,660,Mug
1756,1590,Cap
1757,336,Tee
1758,245,Mug
1759,553,Cap
1760,141,Tee
1761,448,Mug
1762,967,Cap
1763,222,Tee
1764,211,Mug
1765,429,Cap
1766,118,Tee
1767,357,Mug
1768,881,Cap
1769,207,Tee
1770,458,Mug
1771,935,Cap
1772,197,Tee
1773,752,Mug
1774,1679,Cap
1775,372,Tee
1776,280,Mug
1777,589,Cap
1778,144,Tee
1779,489,Mug
1780,1005,Cap
1781,224,Tee
1782,234,Mug
1783,514,Cap
1784,125,Tee
1785,395,Mug
1786,889,Cap
1787,212,Tee
1788,376,Mug
1789,869,Cap
1790,240,Tee
1791,698,Mug
1792,1588,Cap
1793,368,Tee
1794,281,Mug
1795,651,Cap
1796,143,Tee
1797,468,Mug
1798,1089,Cap
1799,222,Tee
1800,258,Mug
1801,640,Cap
1802,132,Tee
1803,468,Mug
1804,1042,Cap
1805,220,Tee
1806,495,Mug
1807,1091,Cap
1808,234,Tee
1809,774,Mug
1810,1676,Cap
1811,416,Tee
1812,313,Mug
1813,698,Cap
1814,163,Tee
1815,565,Mug
1816,1208,Cap
1817,270,Tee
1818,259,Mug
1819,475,Cap
1820,137,Tee
1821,397,Mug
1822,930,Cap
1823,214,Tee
1824,419,Mug
1825,933,Cap
1826,212,Tee
1827,728,Mug
1828,1522,Cap
1829,394,Tee
1830,282,Mug
1831,665,Cap
1832,143,Tee
1833,513,Mug
1834,1158,Cap
1835,243,Tee
1836,181,Mug
1837,372,Cap
1838,90,Tee
1839,315,Mug
1840,646,Cap
1841,164,Tee
1842,301,Mug
1843,661,Cap
1844,161,Tee
1845,540,Mug
1846,1224,Cap
1847,286,Tee
1848,219,Mug
1849,502,Cap
1850,98,Tee
1851,358,Mug
1852,806,Cap
1853,187,Tee
1854,179,Mug
1855,371,Cap
1856,96,Tee
1857,272,Mug
1858,617,Cap
1859,145,Tee
1860,289,Mug
1861,748,Cap
1862,144,Tee
1863,511,Mug
1864,1114,Cap
1865,252,Tee
1866,203,Mug
1867,489,Cap
1868,110,Tee
1869,361,Mug
1870,748,Cap
1871,177,Tee
1872,154,Mug
1873,363,Cap
1874,85,Tee
1875,292,Mug
1876,604,Cap
1877,146,Tee
1878,298,Mug
1879,575,Cap
1880,140,Tee
1881,458,Mug
1882,1162,Cap
1883,254,Tee
1884,174,Mug
1885,407,Cap
1886,105,Tee
1887,327,Mug
1888,823,Cap
1889,181,Tee
1890,154,Mug
1891,345,Cap
1892,87,Tee
1893,252,Mug
1894,577,Cap
1895,142,Tee
1896,279,Mug
1897,590,Cap
1898,135,Tee
1899,522,Mug
1900,1061,Cap
1901,257,Tee
1902,190,Mug
1903,386,Cap
1904,96,Tee
1905,343,Mug
1906,778,Cap
1907,181,Tee
1908,153,Mug
1909,386,Cap
1910,87,Tee
1911,286,Mug
1912,667,Cap
1913,156,Tee
1914,289,Mug
1915,651,Cap
1916,157,Tee
1917,463,Mug
1918,1095,Cap
1919,250,Tee
1920,186,Mug
1921,475,Cap
1922,106,Tee
1923,354,Mug
1924,774,Cap
1925,173,Tee
1926,208,Mug
1927,448,Cap
1928,104,Tee
1929,352,Mug
1930,744,Cap
1931,165,Tee
1932,384,Mug
1933,792,Cap
1934,170,Tee
1935,610,Mug
1936,1316,Cap
1937,293,Tee
1938,240,Mug
1939,490,Cap
1940,124,Tee
1941,393,Mug
1942,941,Cap
1943,223,Tee
1944,209,Mug
1945,484,Cap
1946,99,Tee
1947,337,Mug
1948,840,Cap
1949,190,Tee
1950,319,Mug
1951,795,Cap
1952,173,Tee
1953,576,Mug
1954,1251,Cap
1955,319,Tee
1956,232,Mug
1957,542,Cap
1958,132,Tee
1959,385,Mug
1960,1041,Cap
1961,219,Tee
1962,164,Mug
1963,369,Cap
1964,88,Tee
1965,268,Mug
1966,582,Cap
1967,141,Tee
1968,267,Mug
1969,615,Cap
1970,148,Tee
1971,493,Mug
1972,1085,Cap
1973,268,Tee
1974,179,Mug
1975,433,Cap
1976,97,Tee
1977,312,Mug
1978,706,Cap
1979,171,Tee
1980,160,Mug
1981,311,Cap
1982,79,Tee
1983,244,Mug
1984,638,Cap
1985,138,Tee
1986,289,Mug
1987,639,Cap
1988,148,Tee
1989,485,Mug
1990,1076,Cap
1991,248,Tee
1992,190,Mug
1993,420,Cap
1994,93,Tee
1995,312,Mug
1996,744,Cap
1997,175,Tee
1998,153,Mug
1999,337,Cap
2000,82,Tee
2001,280,Mug
2002,648,Cap
2003,140,Tee
2004,252,Mug
2005,585,Cap
2006,141,Tee
2007,472,Mug
2008,1039,Cap
2009,249,Tee
2010,189,Mug
2011,413,Cap
2012,111,Tee
2013,322,Mug
2014,653,Cap
2015,160,Tee
2016,170,Mug
2017,354,Cap
2018,78,Tee
2019,277,Mug
2020,579,Cap
2021,145,Tee
2022,280,Mug
2023,661,Cap
2024,145,Tee
2025,506,Mug
2026,981,Cap
2027,275,Tee
2028,164,Mug
2029,413,Cap
2030,95,Tee
2031,311,Mug
2032,698,Cap
2033,172,Tee
2034,170,Mug
2035,349,Cap
2036,80,Tee
2037,291,Mug
2038,649,Cap
2039,150,Tee
2040,273,Mug
2041,648,Cap
2042,144,Tee
2043,514,Mug
2044,1135,Cap
2045,265,Tee
2046,185,Mug
2047,456,Cap
2048,99,Tee
2049,334,Mug
2050,761,Cap
2051,182,Tee
2052,200,Mug
2053,415,Cap
2054,96,Tee
2055,355,Mug
2056,777,Cap
2057,201,Tee
2058,335,Mug
2059,720,Cap
2060,172,Tee
2061,561,Mug
2062,1390,Cap
2063,288,Tee
2064,227,Mug
2065,540,Cap
2066,119,Tee
2067,405,Mug
2068,1032,Cap
2069,217,Tee
2070,208,Mug
2071,447,Cap
2072,105,Tee
2073,345,Mug
2074,714,Cap
2075,183,Tee
2076,330,Mug
2077,750,Cap
2078,168,Tee
2079,547,Mug
2080,1340,Cap
2081,297,Tee
2082,227,Mug
2083,488,Cap
2084,116,Tee
2085,413,Mug
2086,878,Cap
2087,241,Tee
2088,163,Mug
2089,362,Cap
2090,84,Tee
2091,252,Mug
2092,526,Cap
2093,149,Tee
2094,252,Mug
2095,564,Cap
2096,144,Tee
2097,512,Mug
2098,1005,Cap
2099,236,Tee
2100,174,Mug
2101,403,Cap
2102,99,Tee
2103,292,Mug
2104,646,Cap
2105,182,Tee
2106,143,Mug
2107,354,Cap
2108,80,Tee
2109,265,Mug
2110,582,Cap
2111,140,Tee
2112,248,Mug
2113,654,Cap
2114,143,Tee
2115,457,Mug
2116,1054,Cap
2117,258,Tee
2118,174,Mug
2119,404,Cap
2120,98,Tee
2121,309,Mug
2122,742,Cap
2123,168,Tee
2124,152,Mug
2125,373,Cap
2126,85,Tee
2127,268,Mug
2128,571,Cap
2129,147,Tee
2130,256,Mug
2131,590,Cap
2132,118,Tee
2133,438,Mug
2134,1020,Cap
2135,245,Tee
2136,177,Mug
2137,415,Cap
2138,98,Tee
2139,330,Mug
2140,771,Cap
2141,167,Tee
2142,152,Mug
2143,353,Cap
2144,80,Tee
2145,285,Mug
2146,598,Cap
2147,143,Tee
2148,259,Mug
2149,574,Cap
2150,156,Tee
2151,501,Mug
2152,1093,Cap
2153,246,Tee
2154,178,Mug
2155,395,Cap
2156,108,Tee
2157,300,Mug
2158,721,Cap
2159,174,Tee
2718,145,Mug
2719,342,Cap
2720,82,Tee
2721,235,Mug
2722,622,Cap
2723,156,Tee
2724,276,Mug
2725,639,Cap
2726,162,Tee
2727,492,Mug
2728,1010,Cap
2729,270,Tee
2730,184,Mug
2731,407,Cap
2732,107,Tee
2733,300,Mug
2734,673,Cap
2735,190,Tee
2736,137,Mug
2737,286,Cap
2738,96,Tee
2739,249,Mug
2740,543,Cap
2741,162,Tee
2742,264,Mug
2743,537,Cap
2744,155,Tee
2745,454,Mug
2746,1080,Cap
2747,285,Tee
2748,169,Mug
2749,400,Cap
2750,104,Tee
2751,295,Mug
2752,681,Cap
2753,151,Tee
2754,137,Mug
2755,314,Cap
2756,87,Tee
2757,260,Mug
2758,613,Cap
2759,151,Tee
2760,267,Mug
2761,604,Cap
2762,145,Tee
2763,453,Mug
2764,940,Cap
2765,224,Tee
2766,177,Mug
2767,389,Cap
2768,100,Tee
2769,290,Mug
2770,598,Cap
2771,170,Tee
2772,149,Mug
2773,316,Cap
2774,89,Tee
2775,253,Mug
2776,602,Cap
2777,150,Tee
2778,230,Mug
2779,546,Cap
2780,144,Tee
2781,412,Mug
2782,977,Cap
2783,246,Tee
2784,170,Mug
2785,347,Cap
2786,113,Tee
2787,301,Mug
2788,683,Cap
2789,153,Tee
2790,149,Mug
2791,347,Cap
2792,88,Tee
2793,282,Mug
2794,560,Cap
2795,151,Tee
2796,260,Mug
2797,614,Cap
2798,156,Tee
2799,416,Mug
2800,1086,Cap
2801,265,Tee
2802,174,Mug
2803,414,Cap
2804,103,Tee
2805,292,Mug
2806,657,Cap
2807,181,Tee
2808,183,Mug
2809,402,Cap
2810,91,Tee
2811,302,Mug
2812,735,Cap
2813,171,Tee
2814,323,Mug
2815,717,Cap
2816,176,Tee
2817,475,Mug
2818,1136,Cap
2819,332,Tee
2820,214,Mug
2821,511,Cap
2822,136,Tee
2823,364,Mug
2824,810,Cap
2825,205,Tee
2826,179,Mug
2827,391,Cap
2828,103,Tee
2829,332,Mug
2830,681,Cap
2831,182,Tee
2832,321,Mug
2833,638,Cap
2834,172,Tee
2835,533,Mug
2836,1181,Cap
2837,310,Tee
2838,233,Mug
2839,480,Cap
2840,128,Tee
2841,376,Mug
2842,790,Cap
2843,243,Tee
2844,151,Mug
2845,352,Cap
2846,82,Tee
2847,264,Mug
2848,536,Cap
2849,137,Tee
2850,251,Mug
2851,535,Cap
2852,151,Tee
2853,413,Mug
2854,983,Cap
2855,256,Tee
2856,185,Mug
2857,352,Cap
2858,111,Tee
2859,334,Mug
2860,752,Cap
2861,186,Tee
2862,144,Mug
2863,335,Cap
2864,88,Tee
2865,240,Mug
2866,566,Cap
2867,149,Tee
2868,245,Mug
2869,566,Cap
2870,146,Tee
2871,407,Mug
2872,922,Cap
2873,242,Tee
2874,188,Mug
2875,416,Cap
2876,114,Tee
2877,338,Mug
2878,724,Cap
2879,210,Tee
2880,144,Mug
2881,332,Cap
2882,83,Tee
2883,232,Mug
2884,619,Cap
2885,146,Tee
2886,241,Mug
2887,533,Cap
2888,143,Tee
2889,452,Mug
2890,896,Cap
2891,261,Tee
2892,191,Mug
2893,491,Cap
2894,112,Tee
2895,358,Mug
2896,755,Cap
2897,195,Tee
2898,142,Mug
2899,322,Cap
2900,82,Tee
2901,240,Mug
2902,562,Cap
2903,139,Tee
2904,250,Mug
2905,556,Cap
2906,151,Tee
2907,403,Mug
2908,916,Cap
2909,247,Tee
2910,198,Mug
2911,449,Cap
2912,122,Tee
2913,352,Mug
2914,793,Cap
2915,191,Tee
2916,151,Mug
2917,303,Cap
2918,80,Tee
2919,265,Mug
2920,595,Cap
2921,165,Tee
2922,264,Mug
2923,592,Cap
2924,154,Tee
2925,450,Mug
2926,1045,Cap
2927,263,Tee
2928,204,Mug
2929,427,Cap
2930,114,Tee
2931,343,Mug
2932,811,Cap
2933,215,Tee
2934,179,Mug
2935,373,Cap
2936,104,Tee
2937,296,Mug
2938,682,Cap
2939,184,Tee
2940,254,Mug
2941,705,Cap
2942,175,Tee
2943,546,Mug
2944,1243,Cap
2945,321,Tee
2946,216,Mug
2947,528,Cap
2948,147,Tee
2949,420,Mug
2950,819,Cap
2951,230,Tee
2952,185,Mug
2953,380,Cap
2954,100,Tee
2955,296,Mug
2956,713,Cap
2957,194,Tee
2958,275,Mug
2959,665,Cap
2960,185,Tee
2961,508,Mug
2962,1232,Cap
2963,303,Tee
2964,207,Mug
2965,510,Cap
2966,121,Tee
2967,401,Mug
2968,827,Cap
2969,247,Tee
2970,152,Mug
2971,303,Cap
2972,90,Tee
2973,228,Mug
2974,549,Cap
2975,144,Tee
2976,236,Mug
2977,509,Cap
2978,148,Tee
2979,419,Mug
2980,971,Cap
2981,244,Tee
2982,175,Mug
2983,386,Cap
2984,105,Tee
2985,295,Mug
2986,663,Cap
2987,162,Tee
2988,135,Mug
2989,352,Cap
2990,84,Tee
2991,240,Mug
2992,523,Cap
2993,144,Tee
2994,247,Mug
2995,540,Cap
2996,156,Tee
2997,438,Mug
2998,877,Cap
2999,250,Tee
3000,167,Mug
3001,371,Cap
3002,99,Tee
3003,289,Mug
3004,686,Cap
3005,175,Tee
3006,147,Mug
3007,313,Cap
3008,83,Tee
3009,223,Mug
3010,528,Cap
3011,153,Tee
3012,238,Mug
3013,526,Cap
3014,140,Tee
3015,401,Mug
3016,933,Cap
3017,233,Tee
3018,178,Mug
3019,348,Cap
3020,98,Tee
3021,309,Mug
3022,601,Cap
3023,194,Tee
3024,136,Mug
3025,301,Cap
3026,84,Tee
3027,247,Mug
3028,570,Cap
3029,151,Tee
3030,250,Mug
3031,514,Cap
3032,148,Tee
3033,447,Mug
3034,891,Cap
3035,264,Tee
3036,160,Mug
3037,382,Cap
3038,99,Tee
3039,316,Mug
3040,586,Cap
3041,179,Tee
3042,144,Mug
3043,288,Cap
3044,83,Tee
3045,243,Mug
3046,569,Cap
3047,152,Tee
3048,263,Mug
3049,533,Cap
3050,163,Tee
3051,442,Mug
3052,924,Cap
3053,253,Tee
3054,175,Mug
3055,376,Cap
3056,110,Tee
3057,296,Mug
3058,697,Cap
3059,170,Tee
3060,190,Mug
3061,394,Cap
3062,105,Tee
3063,327,Mug
3064,661,Cap
3065,193,Tee
3066,305,Mug
3067,697,Cap
3068,180,Tee
3069,611,Mug
3070,1133,Cap
3071,320,Tee
3072,229,Mug
3073,476,Cap
3074,130,Tee
3075,354,Mug
3076,857,Cap
3077,235,Tee
3078,197,Mug
3079,418,Cap
3080,114,Tee
3081,339,Mug
3082,741,Cap
3083,219,Tee
3084,301,Mug
3085,659,Cap
3086,170,Tee
3087,531,Mug
3088,1150,Cap
3089,325,Tee
3090,243,Mug
3091,517,Cap
3092,131,Tee
3093,408,Mug
3094,978,Cap
3095,243,Tee
3096,155,Mug
3097,342,Cap
3098,103,Tee
3099,304,Mug
3100,647,Cap
3101,177,Tee
3102,224,Mug
3103,518,Cap
3104,149,Tee
3105,419,Mug
3106,875,Cap
3107,249,Tee
3108,181,Mug
3109,442,Cap
3110,128,Tee
3111,340,Mug
3112,756,Cap
3113,212,Tee
3114,177,Mug
3115,379,Cap
3116,102,Tee
3117,309,Mug
3118,677,Cap
3119,186,Tee
3120,220,Mug
3121,546,Cap
3122,138,Tee
3123,418,Mug
3124,891,Cap
3125,229,Tee
3126,214,Mug
3127,464,Cap
3128,130,Tee
3129,351,Mug
3130,829,Cap
3131,216,Tee
3132,177,Mug
3133,422,Cap
3134,120,Tee
3135,318,Mug
3136,715,Cap
3137,187,Tee
3138,249,Mug
3139,537,Cap
3140,138,Tee
3141,420,Mug
3142,897,Cap
3143,238,Tee
3144,231,Mug
3145,487,Cap
3146,142,Tee
3147,399,Mug
3148,815,Cap
3149,213,Tee
3150,176,Mug
3151,375,Cap
3152,113,Tee
3153,325,Mug
3154,669,Cap
3155,176,Tee
3156,248,Mug
3157,504,Cap
3158,145,Tee
3159,456,Mug
3160,907,Cap
3161,243,Tee
3162,229,Mug
3163,468,Cap
3164,129,Tee
3165,359,Mug
3166,778,Cap
3167,234,Tee
3168,173,Mug
3169,358,Cap
3170,104,Tee
3171,298,Mug
3172,694,Cap
3173,162,Tee
3174,261,Mug
3175,582,Cap
3176,157,Tee
3177,423,Mug
3178,996,Cap
3179,247,Tee
3180,208,Mug
3181,462,Cap
3182,129,Tee
3183,358,Mug
3184,835,Cap
3185,226,Tee
3186,202,Mug
3187,398,Cap
3188,114,Tee
3189,339,Mug
3190,744,Cap
3191,220,Tee
3192,316,Mug
3193,627,Cap
3194,176,Tee
3195,547,Mug
3196,1108,Cap
3197,321,Tee
3198,247,Mug
3199,531,Cap
3200,137,Tee
3201,403,Mug
3202,856,Cap
3203,247,Tee
3204,203,Mug
3205,403,Cap
3206,104,Tee
3207,311,Mug
3208,660,Cap
3209,198,Tee
3210,294,Mug
3211,642,Cap
3212,179,Tee
3213,503,Mug
3214,1132,Cap
3215,301,Tee
3216,237,Mug
3217,444,Cap
3218,140,Tee
3219,360,Mug
3220,842,Cap
3221,245,Tee
3222,135,Mug
3223,296,Cap
3224,85,Tee
3225,227,Mug
3226,496,Cap
3227,146,Tee
3228,241,Mug
3229,581,Cap
3230,139,Tee
3231,471,Mug
3232,829,Cap
3233,230,Tee
3234,163,Mug
3235,356,Cap
3236,99,Tee
3237,297,Mug
3238,690,Cap
3239,188,Tee
3240,133,Mug
3241,290,Cap
3242,85,Tee
3243,249,Mug
3244,470,Cap
3245,147,Tee
3246,247,Mug
3247,500,Cap
3248,142,Tee
3249,402,Mug
3250,867,Cap
3251,252,Tee
3252,168,Mug
3253,354,Cap
3254,98,Tee
3255,262,Mug
3256,710,Cap
3257,175,Tee
3816,180,Mug
3817,338,Cap
3818,118,Tee
3819,294,Mug
3820,572,Cap
3821,185,Tee
3822,318,Mug
3823,546,Cap
3824,193,Tee
3825,545,Mug
