"Id","survive"
"4746","0"
"4747","0"
"4748","1"
"4749","1"
"4750","0"
"4751","0"
"4752","1"
"4753","1"
"4754","0"
"4755","1"
"4756","0"
"4757","0"
"4758","1"
"4759","0"
"4760","1"
"4761","1"
"4762","1"
"4763","0"
"4764","0"
"4765","0"
"4766","0"
"4767","1"
"4768","0"
"4769","0"
"4770","1"
"4771","1"
"4772","0"
"4773","1"
"4774","1"
"4775","0"
"4776","1"
"4777","1"
"4778","1"
"4779","0"
"4780","0"
"4781","1"
"4782","1"
"4783","1"
"4784","0"
"4785","0"
"4786","1"
"4787","0"
"4788","1"
"4789","1"
"4790","1"
"4791","0"
"4792","1"
"4793","1"
"4794","0"
"4795","1"
"4796","0"
"4797","0"
"4798","1"
"4799","0"
"4800","1"
"4801","1"
"4802","0"
"4803","1"
"4804","1"
"4805","0"
"4806","0"
"4807","1"
"4808","0"
"4809","0"
"4810","1"
"4811","1"
"4812","0"
"4813","0"
"4814","1"
"4815","0"
"4816","1"
"4817","0"
"4818","0"
"4819","0"
"4820","0"
"4821","0"
"4822","1"
"4823","1"
"4824","0"
"4825","0"
"4826","0"
"4827","0"
"4828","0"
"4829","0"
"4830","0"
"4831","0"
"4832","1"
"4833","0"
"4834","1"
"4835","0"
"4836","0"
"4837","0"
"4838","1"
"4839","0"
"4840","0"
"4841","0"
"4842","1"
"4843","1"
"4844","1"
"4845","0"
"4846","0"
"4847","1"
"4848","1"
"4849","1"
"4850","0"
"4851","0"
"4852","1"
"4853","0"
"4854","1"
"4855","0"
"4856","1"
"4857","0"
"4858","0"
"4859","0"
"4860","0"
"4861","0"
"4862","0"
"4863","0"
"4864","0"
"4865","0"
"4866","0"
"4867","0"
"4868","0"
"4869","1"
"4870","1"
"4871","0"
"4872","0"
"4873","1"
"4874","0"
"4875","0"
"4876","0"
"4877","1"
"4878","1"
"4879","0"
"4880","1"
"4881","0"
"4882","0"
"4883","1"
"4884","0"
"4885","0"
"4886","1"
"4887","1"
"4888","0"
"4889","0"
"4890","1"
"4891","1"
"4892","1"
"4893","0"
"4894","0"
"4895","1"
"4896","1"
"4897","1"
"4898","1"
"4899","0"
"4900","0"
"4901","0"
"4902","1"
"4903","1"
"4904","0"
"4905","0"
"4906","1"
"4907","0"
"4908","0"
"4909","1"
"4910","0"
"4911","0"
"4912","0"
"4913","0"
"4914","1"
"4915","0"
"4916","0"
"4917","0"
"4918","0"
"4919","0"
"4920","0"
"4921","1"
"4922","1"
"4923","1"
"4924","0"
"4925","0"
"4926","1"
"4927","1"
"4928","0"
"4929","0"
"4930","1"
"4931","0"
"4932","0"
"4933","0"
"4934","0"
"4935","0"
"4936","0"
"4937","0"
"4938","0"
"4939","1"
"4940","0"
"4941","0"
"4942","1"
"4943","1"
"4944","0"
"4945","1"
"4946","1"
"4947","0"
"4948","1"
"4949","0"
"4950","0"
"4951","0"
"4952","1"
"4953","1"
"4954","1"
"4955","0"
"4956","0"
"4957","0"
"4958","1"
"4959","0"
"4960","0"
"4961","0"
"4962","1"
"4963","1"
"4964","0"
"4965","0"
"4966","0"
"4967","0"
"4968","0"
"4969","1"
"4970","0"
"4971","0"
"4972","1"
"4973","0"
"4974","0"
"4975","1"
"4976","1"
"4977","0"
"4978","1"
"4979","0"
"4980","0"
"4981","0"
"4982","1"
"4983","0"
"4984","0"
"4985","0"
"4986","1"
"4987","0"
"4988","1"
"4989","1"
"4990","0"
"4991","0"
"4992","1"
"4993","0"
"4994","0"
"4995","0"
"4996","1"
"4997","1"
"4998","1"
"4999","1"
"5000","0"
"5001","1"
"5002","0"
"5003","1"
"5004","1"
"5005","0"
"5006","0"
"5007","0"
"5008","1"
"5009","0"
"5010","0"
"5011","0"
"5012","1"
"5013","0"
"5014","0"
"5015","0"
"5016","1"
"5017","0"
"5018","1"
"5019","0"
"5020","1"
"5021","0"
"5022","0"
"5023","0"
"5024","1"
"5025","0"
"5026","0"
"5027","0"
"5028","0"
"5029","0"
"5030","0"
"5031","0"
"5032","0"
"5033","1"
"5034","0"
"5035","0"
"5036","0"
"5037","1"
"5038","0"
"5039","0"
"5040","1"
"5041","0"
"5042","0"
"5043","0"
"5044","1"
"5045","1"
"5046","1"
"5047","0"
"5048","0"
"5049","0"
"5050","0"
"5051","0"
"5052","0"
"5053","1"
"5054","0"
"5055","1"
"5056","1"
"5057","1"
"5058","0"
"5059","1"
"5060","0"
"5061","1"
"5062","0"
"5063","1"
"5064","0"
"5065","0"
"5066","0"
"5067","0"
"5068","1"
"5069","0"
"5070","1"
"5071","0"
"5072","0"
"5073","0"
"5074","1"
"5075","0"
"5076","1"
"5077","0"
"5078","0"
"5079","0"
"5080","0"
"5081","0"
"5082","0"
"5083","1"
"5084","0"
"5085","0"
"5086","1"
"5087","0"
"5088","0"
"5089","1"
"5090","0"
"5091","1"
"5092","1"
"5093","1"
"5094","1"
"5095","1"
"5096","1"
"5097","1"
"5098","1"
"5099","0"
"5100","1"
"5101","0"
"5102","0"
"5103","0"
"5104","0"
"5105","1"
"5106","0"
"5107","0"
"5108","0"
"5109","1"
"5110","0"
"5111","0"
"5112","0"
"5113","0"
"5114","1"
"5115","0"
"5116","0"
"5117","1"
"5118","0"
"5119","0"
"5120","0"
"5121","0"
"5122","0"
"5123","1"
"5124","1"
"5125","0"
"5126","0"
"5127","1"
"5128","1"
"5129","0"
"5130","0"
"5131","0"
"5132","1"
"5133","1"
"5134","0"
"5135","1"
"5136","1"
"5137","1"
"5138","0"
"5139","0"
"5140","1"
"5141","0"
"5142","0"
"5143","0"
"5144","1"
"5145","0"
"5146","1"
"5147","1"
"5148","0"
"5149","0"
"5150","1"
"5151","0"
"5152","0"
"5153","1"
"5154","0"
"5155","0"
"5156","0"
"5157","1"
"5158","0"
"5159","0"
"5160","0"
"5161","1"
"5162","0"
"5163","0"
"5164","0"
"5165","0"
"5166","1"
"5167","1"
"5168","1"
"5169","0"
"5170","0"
"5171","1"
"5172","0"
"5173","0"
"5174","0"
"5175","1"
"5176","0"
"5177","0"
"5178","0"
"5179","1"
"5180","0"
"5181","0"
"5182","1"
"5183","0"
"5184","0"
"5185","0"
"5186","1"
"5187","0"
"5188","0"
"5189","0"
"5190","0"
"5191","0"
"5192","1"
"5193","0"
"5194","1"
"5195","1"
"5196","0"
"5197","0"
"5198","0"
"5199","0"
"5200","0"
"5201","1"
"5202","1"
"5203","0"
"5204","1"
"5205","1"
"5206","1"
"5207","0"
"5208","0"
"5209","0"
"5210","0"
"5211","1"
"5212","1"
"5213","1"
"5214","0"
"5215","1"
"5216","0"
"5217","0"
"5218","0"
"5219","1"
"5220","0"
"5221","0"
"5222","0"
"5223","0"
"5224","0"
"5225","0"
"5226","0"
"5227","1"
"5228","0"
"5229","0"
"5230","0"
"5231","0"
"5232","1"
"5233","1"
"5234","1"
"5235","1"
"5236","0"
"5237","1"
"5238","0"
"5239","1"
"5240","0"
"5241","1"
"5242","1"
"5243","0"
"5244","0"
"5245","0"
"5246","1"
"5247","0"
"5248","0"
"5249","1"
"5250","0"
"5251","0"
"5252","0"
"5253","0"
"5254","0"
"5255","1"
"5256","1"
"5257","1"
"5258","1"
"5259","0"
"5260","0"
"5261","0"
"5262","0"
"5263","0"
"5264","1"
"5265","1"
"5266","1"
"5267","1"
"5268","1"
"5269","0"
"5270","0"
"5271","0"
"5272","0"
"5273","1"
"5274","0"
"5275","1"
"5276","0"
"5277","1"
"5278","0"
"5279","0"
"5280","0"
"5281","1"
"5282","0"
"5283","0"
"5284","1"
"5285","1"
"5286","0"
"5287","0"
"5288","0"
"5289","0"
"5290","1"
"5291","1"
"5292","0"
"5293","0"
"5294","0"
"5295","0"
"5296","1"
"5297","1"
"5298","1"
"5299","1"
"5300","1"
"5301","0"
"5302","0"
"5303","0"
"5304","0"
"5305","0"
"5306","0"
"5307","0"
"5308","0"
"5309","0"
"5310","0"
"5311","1"
"5312","0"
"5313","0"
"5314","0"
"5315","1"
"5316","1"
"5317","0"
"5318","0"
"5319","0"
"5320","0"
"5321","0"
"5322","0"
"5323","0"
"5324","1"
"5325","0"
"5326","0"
"5327","1"
"5328","0"
"5329","0"
"5330","1"
"5331","1"
"5332","0"
"5333","0"
"5334","1"
"5335","0"
"5336","1"
"5337","0"
"5338","1"
"5339","0"
"5340","1"
"5341","1"
"5342","1"
"5343","0"
"5344","1"
"5345","0"
"5346","0"
"5347","0"
"5348","0"
"5349","0"
"5350","0"
"5351","0"
"5352","0"
"5353","0"
"5354","1"
"5355","0"
"5356","0"
"5357","1"
"5358","0"
"5359","0"
"5360","0"
"5361","1"
"5362","1"
"5363","0"
"5364","0"
"5365","0"
"5366","0"
"5367","0"
"5368","0"
"5369","0"
"5370","0"
"5371","0"
"5372","1"
"5373","0"
"5374","1"
"5375","1"
"5376","0"
"5377","0"
"5378","0"
"5379","1"
"5380","1"
"5381","0"
"5382","0"
"5383","1"
"5384","0"
"5385","1"
"5386","1"
"5387","1"
"5388","1"
"5389","1"
"5390","1"
"5391","0"
"5392","0"
"5393","1"
"5394","1"
"5395","1"
"5396","0"
"5397","0"
"5398","1"
"5399","0"
"5400","0"
"5401","1"
"5402","1"
"5403","1"
"5404","0"
"5405","0"
"5406","0"
"5407","0"
"5408","0"
"5409","1"
"5410","1"
"5411","0"
"5412","0"
"5413","1"
"5414","0"
"5415","1"
"5416","0"
"5417","1"
"5418","1"
"5419","1"
"5420","1"
"5421","1"
"5422","0"
"5423","1"
"5424","0"
"5425","0"
"5426","1"
"5427","0"
"5428","0"
"5429","1"
"5430","0"
"5431","1"
"5432","1"
"5433","1"
"5434","0"
"5435","0"
"5436","1"
"5437","0"
"5438","0"
"5439","1"
"5440","1"
"5441","0"
"5442","1"
"5443","0"
"5444","1"
"5445","1"
"5446","1"
"5447","0"
"5448","0"
"5449","1"
"5450","0"
"5451","0"
"5452","0"
"5453","0"
"5454","0"
"5455","0"
"5456","0"
"5457","0"
"5458","1"
"5459","0"
"5460","0"
"5461","0"
"5462","0"
"5463","0"
"5464","0"
"5465","0"
"5466","1"
"5467","1"
"5468","1"
"5469","0"
"5470","0"
"5471","1"
"5472","0"
"5473","0"
"5474","0"
"5475","1"
"5476","0"
"5477","1"
"5478","0"
"5479","0"
"5480","0"
"5481","0"
"5482","0"
"5483","1"
"5484","1"
"5485","1"
"5486","1"
"5487","1"
"5488","0"
"5489","0"
"5490","0"
"5491","0"
"5492","1"
"5493","1"
"5494","0"
"5495","1"
"5496","1"
"5497","1"
"5498","1"
"5499","0"
"5500","1"
"5501","0"
"5502","1"
"5503","0"
"5504","0"
"5505","0"
"5506","0"
"5507","1"
"5508","0"
"5509","0"
"5510","1"
"5511","0"
"5512","1"
"5513","1"
"5514","0"
"5515","1"
"5516","1"
"5517","0"
"5518","1"
"5519","1"
"5520","0"
"5521","1"
"5522","0"
"5523","1"
"5524","1"
"5525","0"
"5526","1"
"5527","0"
"5528","1"
"5529","1"
"5530","0"
"5531","1"
"5532","0"
"5533","0"
"5534","0"
"5535","0"
"5536","0"
"5537","0"
"5538","0"
"5539","0"
"5540","0"
"5541","0"
"5542","0"
"5543","1"
"5544","1"
"5545","0"
"5546","0"
"5547","0"
"5548","0"
"5549","1"
"5550","0"
"5551","0"
"5552","0"
"5553","0"
"5554","1"
"5555","1"
"5556","0"
"5557","0"
"5558","1"
"5559","1"
"5560","0"
"5561","0"
"5562","0"
"5563","1"
"5564","0"
"5565","0"
"5566","0"
"5567","1"
"5568","0"
"5569","1"
"5570","0"
"5571","1"
"5572","0"
"5573","0"
"5574","0"
"5575","1"
"5576","0"
"5577","0"
"5578","0"
"5579","1"
"5580","0"
"5581","1"
"5582","0"
"5583","0"
"5584","1"
"5585","1"
"5586","0"
"5587","1"
"5588","0"
"5589","0"
"5590","1"
"5591","0"
"5592","1"
"5593","0"
"5594","0"
"5595","1"
"5596","1"
"5597","1"
"5598","1"
"5599","0"
"5600","1"
"5601","1"
"5602","0"
"5603","0"
"5604","1"
"5605","1"
"5606","0"
"5607","0"
"5608","1"
"5609","0"
"5610","0"
"5611","0"
"5612","1"
"5613","0"
"5614","0"
"5615","1"
"5616","0"
"5617","1"
"5618","1"
"5619","1"
"5620","0"
"5621","0"
"5622","0"
"5623","0"
"5624","0"
"5625","0"
"5626","0"
"5627","0"
"5628","0"
"5629","0"
"5630","0"
"5631","0"
"5632","1"
"5633","0"
"5634","0"
"5635","1"
"5636","0"
"5637","0"
"5638","1"
"5639","0"
"5640","1"
"5641","1"
"5642","0"
"5643","0"
"5644","0"
"5645","0"
"5646","0"
"5647","0"
"5648","0"
"5649","0"
"5650","0"
"5651","0"
"5652","0"
"5653","0"
"5654","0"
"5655","1"
"5656","0"
"5657","0"
"5658","1"
"5659","1"
"5660","0"
"5661","1"
"5662","0"
"5663","1"
"5664","1"
"5665","1"
"5666","1"
"5667","0"
"5668","1"
"5669","0"
"5670","0"
"5671","0"
"5672","1"
"5673","1"
"5674","0"
"5675","0"
"5676","0"
"5677","0"
"5678","0"
"5679","0"
"5680","0"
"5681","1"
"5682","1"
"5683","0"
"5684","0"
"5685","1"
"5686","0"
"5687","1"
"5688","1"
"5689","1"
"5690","0"
"5691","0"
"5692","0"
"5693","1"
"5694","0"
"5695","0"
"5696","0"
"5697","0"
"5698","0"
"5699","0"
"5700","0"
"5701","1"
"5702","0"
"5703","1"
"5704","1"
"5705","1"
"5706","1"
"5707","0"
"5708","1"
"5709","1"
"5710","1"
"5711","0"
"5712","0"
"5713","1"
"5714","1"
"5715","0"
"5716","1"
"5717","1"
"5718","0"
"5719","0"
"5720","0"
"5721","0"
"5722","1"
"5723","0"
"5724","0"
"5725","0"
"5726","1"
"5727","1"
"5728","1"
"5729","1"
"5730","0"
"5731","1"
"5732","1"
"5733","0"
"5734","0"
"5735","0"
"5736","0"
"5737","0"
"5738","0"
"5739","0"
"5740","0"
"5741","1"
"5742","0"
"5743","0"
"5744","1"
"5745","0"
"5746","0"
"5747","0"
"5748","1"
"5749","1"
"5750","0"
"5751","0"
"5752","0"
"5753","0"
"5754","0"
"5755","1"
"5756","0"
"5757","0"
"5758","1"
"5759","0"
"5760","0"
"5761","1"
"5762","0"
"5763","0"
"5764","0"
"5765","0"
"5766","1"
"5767","0"
"5768","1"
"5769","0"
"5770","0"
"5771","0"
"5772","0"
"5773","1"
"5774","0"
"5775","0"
"5776","0"
"5777","1"
"5778","1"
"5779","0"
"5780","0"
"5781","0"
"5782","1"
"5783","1"
"5784","0"
"5785","0"
"5786","0"
"5787","0"
"5788","1"
"5789","0"
"5790","1"
"5791","1"
"5792","0"
"5793","1"
"5794","1"
"5795","1"
"5796","1"
"5797","0"
"5798","1"
"5799","0"
"5800","0"
"5801","0"
"5802","1"
"5803","1"
"5804","1"
"5805","1"
"5806","0"
"5807","0"
"5808","1"
"5809","0"
"5810","0"
"5811","0"
"5812","1"
"5813","0"
"5814","0"
"5815","1"
"5816","0"
"5817","1"
"5818","0"
"5819","0"
"5820","0"
"5821","1"
"5822","1"
"5823","0"
"5824","0"
"5825","1"
"5826","0"
"5827","0"
"5828","1"
"5829","1"
"5830","0"
"5831","0"
"5832","0"
"5833","1"
"5834","1"
"5835","0"
"5836","0"
"5837","1"
"5838","0"
"5839","1"
"5840","0"
"5841","0"
"5842","0"
"5843","1"
"5844","0"
"5845","1"
"5846","0"
"5847","0"
"5848","1"
"5849","1"
"5850","0"
"5851","0"
"5852","1"
"5853","1"
"5854","1"
"5855","1"
"5856","0"
"5857","0"
"5858","1"
"5859","0"
"5860","0"
"5861","1"
"5862","0"
"5863","1"
"5864","0"
"5865","0"
"5866","0"
"5867","0"
"5868","0"
"5869","0"
"5870","0"
"5871","1"
"5872","0"
"5873","1"
"5874","1"
"5875","1"
"5876","0"
"5877","1"
"5878","1"
"5879","1"
"5880","0"
"5881","1"
"5882","0"
"5883","0"
"5884","0"
"5885","1"
"5886","0"
"5887","0"
"5888","0"
"5889","0"
"5890","0"
"5891","0"
"5892","1"
"5893","1"
"5894","1"
"5895","0"
"5896","1"
"5897","0"
"5898","1"
"5899","1"
"5900","1"
"5901","1"
"5902","0"
"5903","0"
"5904","0"
"5905","0"
"5906","0"
"5907","0"
"5908","0"
"5909","1"
"5910","0"
"5911","1"
"5912","1"
"5913","0"
"5914","1"
"5915","0"
"5916","0"
"5917","1"
"5918","0"
"5919","1"
"5920","0"
"5921","0"
"5922","0"
"5923","0"
"5924","1"
"5925","0"
"5926","1"
"5927","0"
"5928","0"
"5929","0"
"5930","0"
"5931","0"
"5932","0"
"5933","0"
"5934","1"
"5935","1"
"5936","1"
"5937","0"
"5938","0"
"5939","0"
"5940","1"
"5941","1"
"5942","1"
"5943","1"
"5944","0"
"5945","0"
"5946","0"
"5947","1"
"5948","1"
"5949","1"
"5950","1"
"5951","0"
"5952","1"
"5953","1"
"5954","1"
"5955","0"
"5956","0"
"5957","0"
"5958","0"
"5959","0"
"5960","0"
"5961","0"
"5962","0"
"5963","1"
"5964","0"
"5965","0"
"5966","1"
"5967","1"
"5968","1"
"5969","1"
"5970","0"
"5971","0"
"5972","0"
"5973","1"
"5974","1"
"5975","1"
"5976","1"
"5977","0"
"5978","1"
"5979","1"
"5980","0"
"5981","0"
"5982","1"
"5983","0"
"5984","1"
"5985","0"
"5986","0"
"5987","0"
"5988","0"
"5989","0"
"5990","0"
"5991","0"
"5992","0"
"5993","1"
"5994","1"
"5995","1"
"5996","1"
"5997","1"
"5998","0"
"5999","0"
"6000","0"
"6001","1"
"6002","1"
"6003","0"
"6004","0"
"6005","0"
"6006","0"
"6007","1"
"6008","0"
"6009","0"
"6010","0"
"6011","0"
"6012","0"
"6013","1"
"6014","1"
"6015","0"
"6016","0"
"6017","0"
"6018","0"
"6019","1"
"6020","0"
"6021","0"
"6022","1"
"6023","1"
"6024","1"
"6025","0"
"6026","0"
"6027","1"
"6028","1"
"6029","1"
"6030","1"
"6031","1"
"6032","0"
"6033","0"
"6034","0"
"6035","1"
"6036","1"
"6037","0"
"6038","0"
"6039","0"
"6040","1"
"6041","1"
"6042","0"
"6043","0"
"6044","0"
"6045","1"
"6046","1"
"6047","1"
"6048","0"
"6049","1"
"6050","0"
"6051","1"
"6052","1"
"6053","1"
"6054","0"
"6055","0"
"6056","1"
"6057","0"
"6058","1"
"6059","0"
"6060","0"
"6061","1"
"6062","0"
"6063","0"
"6064","0"
"6065","0"
"6066","0"
"6067","0"
"6068","1"
"6069","1"
"6070","0"
"6071","1"
"6072","0"
"6073","1"
"6074","0"
"6075","0"
"6076","0"
"6077","0"
"6078","0"
"6079","0"
"6080","0"
"6081","0"
"6082","0"
"6083","0"
"6084","0"
"6085","0"
"6086","1"
"6087","1"
"6088","0"
"6089","1"
"6090","1"
"6091","1"
"6092","0"
"6093","1"
"6094","0"
"6095","1"
"6096","1"
"6097","1"
"6098","0"
"6099","1"
"6100","0"
"6101","0"
"6102","0"
"6103","1"
"6104","1"
"6105","1"
"6106","0"
"6107","1"
"6108","0"
"6109","1"
"6110","0"
"6111","0"
"6112","1"
"6113","0"
"6114","0"
"6115","1"
"6116","1"
"6117","0"
"6118","0"
"6119","0"
"6120","1"
"6121","0"
"6122","0"
"6123","0"
"6124","1"
"6125","0"
"6126","1"
"6127","0"
"6128","1"
"6129","0"
"6130","0"
"6131","0"
"6132","0"
"6133","0"
"6134","0"
"6135","0"
"6136","0"
"6137","1"
"6138","1"
"6139","0"
"6140","0"
"6141","1"
"6142","0"
"6143","0"
"6144","1"
"6145","0"
"6146","1"
"6147","0"
"6148","1"
"6149","0"
"6150","0"
"6151","1"
"6152","1"
"6153","0"
"6154","0"
"6155","1"
"6156","1"
"6157","0"
"6158","1"
"6159","0"
"6160","1"
"6161","0"
"6162","0"
"6163","1"
"6164","0"
"6165","1"
"6166","1"
"6167","0"
"6168","0"
"6169","0"
"6170","0"
"6171","1"
"6172","1"
"6173","0"
"6174","0"
"6175","0"
"6176","1"
"6177","0"
"6178","0"
"6179","0"
"6180","0"
"6181","1"
"6182","1"
"6183","0"
"6184","0"
"6185","0"
"6186","1"
"6187","1"
"6188","1"
"6189","1"
"6190","1"
"6191","1"
"6192","0"
